game,platform,store,region,kind,price,currency,price_ils,checked_at
Borderlands 4,pc,Steam 🇨🇴,CO,digital,289900,COP,273.43,2026-07-28 23:53:36
Borderlands 4,pc,Steam 🇮🇱,IL,digital,279,ILS,279,2026-07-28 23:53:36
Borderlands 4,pc,מוכרי מפתחות · GG.deals,,digital,28.06,USD,83.89,2026-08-19 20:03:12
Borderlands 4,pc,Fanatical,,digital,30.09,USD,89.95,2026-08-19 20:03:12
Borderlands 4,pc,Humble Store,,digital,34.99,USD,104.6,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇮🇳,IN,digital,3999,INR,124.76,2026-08-19 20:03:12
Borderlands 4,pc,GameBillet,,digital,58.04,USD,173.51,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇯🇵,JP,digital,9460,JPY,177.2,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇨🇦,CA,digital,89.99,CAD,193.65,2026-08-19 20:03:12
Borderlands 4,pc,Gamesplanet,,digital,65.09,USD,194.59,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇺🇦,UA,digital,2999,UAH,200.15,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇨🇱,CL,digital,62999,CLP,205.81,2026-08-19 20:03:12
Borderlands 4,pc,GamersGate,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,IndieGala,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Steam,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,WinGameStore,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Gamesload,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,GreenManGaming,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Epic Games Store,,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇹🇷,TR,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇦🇷,AR,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇺🇸,US,digital,69.99,USD,209.24,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇧🇷,BR,digital,379.9,BRL,218.23,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇵🇪,PE,digital,260,PEN,230.75,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇿🇦,ZA,digital,1299,ZAR,239.02,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇬🇧,GB,digital,59.99,GBP,242.73,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇲🇽,MX,digital,1399,MXN,245.09,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇨🇴,CO,digital,289900,COP,276.63,2026-08-19 20:03:12
Borderlands 4,pc,Steam 🇮🇱,IL,digital,279,ILS,279,2026-08-19 20:03:12
Borderlands 4,pc,מוכרי מפתחות · GG.deals,,digital,26.94,USD,80.57,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇮🇳,IN,digital,3999,INR,124.72,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇮🇩,ID,digital,799000,IDR,135.09,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇵🇭,PH,digital,2920,PHP,141.46,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇹🇭,TH,digital,1790,THB,163.92,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇰🇿,KZ,digital,25999,KZT,169.98,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇲🇾,MY,digital,239,MYR,177.24,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇯🇵,JP,digital,9460,JPY,178.11,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇰🇷,KR,digital,84800,KRW,182.95,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇨🇦,CA,digital,89.99,CAD,195.58,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇹🇼,TW,digital,2090,TWD,196.7,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇸🇦,SA,digital,260,SAR,207.36,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇭🇰,HK,digital,548,HKD,209.12,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇺🇸,US,digital,69.99,USD,209.33,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇹🇷,TR,digital,69.99,USD,209.33,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇦🇷,AR,digital,69.99,USD,209.33,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇧🇷,BR,digital,379.9,BRL,219.24,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇵🇪,PE,digital,260,PEN,231.84,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇸🇬,SG,digital,99,SGD,233.53,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇦🇺,AU,digital,109.95,AUD,235.63,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇿🇦,ZA,digital,1299,ZAR,242.24,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇵🇱,PL,digital,299,PLN,242.44,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇩🇪,DE,digital,69.99,EUR,244.58,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇫🇷,FR,digital,69.99,EUR,244.58,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇬🇧,GB,digital,59.99,GBP,244.84,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇲🇽,MX,digital,1399,MXN,247.03,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇺🇦,UA,digital,2999,UAH,265.99,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇨🇱,CL,digital,62999,CLP,278.35,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇮🇱,IL,digital,279,ILS,279,2026-08-22 11:34:30
Borderlands 4,pc,Steam 🇨🇴,CO,digital,289900,COP,283.83,2026-08-22 11:34:30
God of War Ragnarok,pc,מוכרי מפתחות · GG.deals,,digital,33.47,USD,102.04,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇺🇦,UA,digital,1699,UAH,115.7,2026-07-23 00:23:38
God of War Ragnarok,pc,GameBillet,,digital,38.99,USD,118.87,2026-07-23 00:23:38
God of War Ragnarok,pc,Epic Games Store,,digital,40.19,USD,122.52,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇮🇳,IN,digital,3999,INR,126.51,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇨🇱,CL,digital,42000,CLP,137.09,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇯🇵,JP,digital,7590,JPY,142.05,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇧🇷,BR,digital,249.9,BRL,150.07,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇹🇷,TR,digital,49.99,USD,152.4,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇦🇷,AR,digital,49.99,USD,152.4,2026-07-23 00:23:38
God of War Ragnarok,pc,Gamesplanet,,digital,53.99,USD,164.6,2026-07-23 00:23:38
God of War Ragnarok,pc,WinGameStore,,digital,56.49,USD,172.22,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇨🇦,CA,digital,79.99,CAD,173.12,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇲🇽,MX,digital,999,MXN,175.02,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇵🇪,PE,digital,199,PEN,178.67,2026-07-23 00:23:38
God of War Ragnarok,pc,Humble Store,,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,IndieGala,,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,GreenManGaming,,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,GamersGate,,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam,,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,Fanatical,,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇺🇸,US,digital,59.99,USD,182.89,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇬🇧,GB,digital,49.99,GBP,204.05,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇨🇴,CO,digital,219000,COP,205.04,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇿🇦,ZA,digital,1149,ZAR,212.88,2026-07-23 00:23:38
God of War Ragnarok,pc,Steam 🇮🇱,IL,digital,239,ILS,239,2026-07-23 00:23:38
God of War Ragnarok,pc,מוכרי מפתחות · GG.deals,,digital,33.47,USD,102.04,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇺🇦,UA,digital,1699,UAH,115.7,2026-07-23 00:23:41
God of War Ragnarok,pc,GameBillet,,digital,38.99,USD,118.87,2026-07-23 00:23:41
God of War Ragnarok,pc,Epic Games Store,,digital,40.19,USD,122.52,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇮🇳,IN,digital,3999,INR,126.51,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇨🇱,CL,digital,42000,CLP,137.09,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇯🇵,JP,digital,7590,JPY,142.05,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇧🇷,BR,digital,249.9,BRL,150.07,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇹🇷,TR,digital,49.99,USD,152.4,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇦🇷,AR,digital,49.99,USD,152.4,2026-07-23 00:23:41
God of War Ragnarok,pc,Gamesplanet,,digital,53.99,USD,164.6,2026-07-23 00:23:41
God of War Ragnarok,pc,WinGameStore,,digital,56.49,USD,172.22,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇨🇦,CA,digital,79.99,CAD,173.12,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇲🇽,MX,digital,999,MXN,175.02,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇵🇪,PE,digital,199,PEN,178.67,2026-07-23 00:23:41
God of War Ragnarok,pc,Humble Store,,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,IndieGala,,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,GreenManGaming,,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,GamersGate,,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam,,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,Fanatical,,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇺🇸,US,digital,59.99,USD,182.89,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇬🇧,GB,digital,49.99,GBP,204.05,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇨🇴,CO,digital,219000,COP,205.04,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇿🇦,ZA,digital,1149,ZAR,212.88,2026-07-23 00:23:41
God of War Ragnarok,pc,Steam 🇮🇱,IL,digital,239,ILS,239,2026-07-23 00:23:41
God of War Ragnarok,pc,מוכרי מפתחות · GG.deals,,digital,33.4,USD,101.9,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇺🇦,UA,digital,1699,UAH,114.74,2026-07-28 21:39:33
God of War Ragnarok,pc,GameBillet,,digital,38.99,USD,118.96,2026-07-28 21:39:33
God of War Ragnarok,pc,Epic Games Store,,digital,40.19,USD,122.62,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇮🇳,IN,digital,3999,INR,126.77,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇨🇱,CL,digital,42000,CLP,134.23,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇯🇵,JP,digital,7590,JPY,141.41,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇧🇷,BR,digital,249.9,BRL,149.22,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇹🇷,TR,digital,49.99,USD,152.52,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇦🇷,AR,digital,49.99,USD,152.52,2026-07-28 21:39:33
God of War Ragnarok,pc,Gamesplanet,,digital,53.99,USD,164.72,2026-07-28 21:39:33
God of War Ragnarok,pc,WinGameStore,,digital,56.49,USD,172.35,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇨🇦,CA,digital,79.99,CAD,172.78,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇲🇽,MX,digital,999,MXN,174.76,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇵🇪,PE,digital,199,PEN,177.66,2026-07-28 21:39:33
God of War Ragnarok,pc,Humble Store,,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,IndieGala,,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,GreenManGaming,,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,GamersGate,,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam,,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,Fanatical,,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇺🇸,US,digital,59.99,USD,183.03,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇬🇧,GB,digital,49.99,GBP,202.68,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇨🇴,CO,digital,219000,COP,206.56,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇿🇦,ZA,digital,1149,ZAR,208.97,2026-07-28 21:39:33
God of War Ragnarok,pc,Steam 🇮🇱,IL,digital,239,ILS,239,2026-07-28 21:39:33
God of War Ragnarok,pc,מוכרי מפתחות · GG.deals,,digital,33.4,USD,101.9,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇺🇦,UA,digital,1699,UAH,114.74,2026-07-28 23:53:39
God of War Ragnarok,pc,GameBillet,,digital,38.99,USD,118.96,2026-07-28 23:53:39
God of War Ragnarok,pc,Epic Games Store,,digital,40.19,USD,122.62,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇮🇳,IN,digital,3999,INR,126.77,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇨🇱,CL,digital,42000,CLP,134.23,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇯🇵,JP,digital,7590,JPY,141.41,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇧🇷,BR,digital,249.9,BRL,149.22,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇹🇷,TR,digital,49.99,USD,152.52,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇦🇷,AR,digital,49.99,USD,152.52,2026-07-28 23:53:39
God of War Ragnarok,pc,Gamesplanet,,digital,53.99,USD,164.72,2026-07-28 23:53:39
God of War Ragnarok,pc,WinGameStore,,digital,56.49,USD,172.35,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇨🇦,CA,digital,79.99,CAD,172.78,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇲🇽,MX,digital,999,MXN,174.76,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇵🇪,PE,digital,199,PEN,177.66,2026-07-28 23:53:39
God of War Ragnarok,pc,Humble Store,,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,IndieGala,,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,GreenManGaming,,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,GamersGate,,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam,,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,Fanatical,,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇺🇸,US,digital,59.99,USD,183.03,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇬🇧,GB,digital,49.99,GBP,202.68,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇨🇴,CO,digital,219000,COP,206.56,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇿🇦,ZA,digital,1149,ZAR,208.97,2026-07-28 23:53:39
God of War Ragnarok,pc,Steam 🇮🇱,IL,digital,239,ILS,239,2026-07-28 23:53:39
God of War Ragnarok,pc,מוכרי מפתחות · GG.deals,,digital,33.23,USD,99.34,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇺🇦,UA,digital,1699,UAH,113.39,2026-08-19 20:03:15
God of War Ragnarok,pc,GameBillet,,digital,38.99,USD,116.56,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇮🇳,IN,digital,3999,INR,124.76,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇨🇱,CL,digital,42000,CLP,137.21,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇯🇵,JP,digital,7590,JPY,142.17,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇧🇷,BR,digital,249.9,BRL,143.55,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇹🇷,TR,digital,49.99,USD,149.45,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇦🇷,AR,digital,49.99,USD,149.45,2026-08-19 20:03:15
God of War Ragnarok,pc,Gamesplanet,,digital,53.99,USD,161.4,2026-08-19 20:03:15
God of War Ragnarok,pc,WinGameStore,,digital,55.49,USD,165.89,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇨🇦,CA,digital,79.99,CAD,172.13,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇲🇽,MX,digital,999,MXN,175.01,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇵🇪,PE,digital,199,PEN,176.61,2026-08-19 20:03:15
God of War Ragnarok,pc,Epic Games Store,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,Humble Store,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,IndieGala,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,GreenManGaming,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,GamersGate,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,Fanatical,,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇺🇸,US,digital,59.99,USD,179.34,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇬🇧,GB,digital,49.99,GBP,202.27,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇨🇴,CO,digital,219000,COP,208.97,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇿🇦,ZA,digital,1149,ZAR,211.42,2026-08-19 20:03:15
God of War Ragnarok,pc,Steam 🇮🇱,IL,digital,239,ILS,239,2026-08-19 20:03:15
God of War Ragnarok,pc,מוכרי מפתחות · GG.deals,,digital,35.08,USD,104.92,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇮🇳,IN,digital,3999,INR,124.72,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇰🇷,KR,digital,62800,KRW,135.49,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇹🇼,TW,digital,1490,TWD,140.23,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇯🇵,JP,digital,7590,JPY,142.9,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇧🇷,BR,digital,249.9,BRL,144.22,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇵🇭,PH,digital,2990,PHP,144.86,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇮🇩,ID,digital,879000,IDR,148.61,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇹🇷,TR,digital,49.99,USD,149.51,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇦🇷,AR,digital,49.99,USD,149.51,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇺🇦,UA,digital,1699,UAH,150.69,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇰🇿,KZ,digital,23499,KZT,153.64,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇹🇭,TH,digital,1690,THB,154.77,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇨🇦,CA,digital,79.99,CAD,173.85,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇲🇽,MX,digital,999,MXN,176.4,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇵🇪,PE,digital,199,PEN,177.44,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇭🇰,HK,digital,468,HKD,178.59,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇺🇸,US,digital,59.99,USD,179.42,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇲🇾,MY,digital,249,MYR,184.66,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇨🇱,CL,digital,42000,CLP,185.57,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇸🇬,SG,digital,79.9,SGD,188.48,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇦🇺,AU,digital,94.95,AUD,203.48,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇬🇧,GB,digital,49.99,GBP,204.02,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇸🇦,SA,digital,259,SAR,206.56,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇩🇪,DE,digital,59.99,EUR,209.64,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇫🇷,FR,digital,59.99,EUR,209.64,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇵🇱,PL,digital,259,PLN,210.01,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇿🇦,ZA,digital,1149,ZAR,214.27,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇨🇴,CO,digital,219000,COP,214.41,2026-08-22 11:34:30
God of War Ragnarok,pc,Steam 🇮🇱,IL,digital,239,ILS,239,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇮🇳,IN,digital,2499,INR,79.06,2026-07-22 22:29:08
God of War Ragnarok,ps5,PS Store 🇺🇸,US,digital,29.39,USD,89.6,2026-07-22 22:29:08
God of War Ragnarok,ps5,PS Store 🇹🇷,TR,digital,1399.5,TRY,90.41,2026-07-22 22:29:08
God of War Ragnarok,ps5,PS Store 🇿🇦,ZA,digital,684.5,ZAR,126.82,2026-07-22 22:29:08
God of War Ragnarok,ps5,PS Store 🇬🇧,GB,digital,34.99,GBP,142.83,2026-07-22 22:29:08
God of War Ragnarok,ps5,Player1,,physical,219,ILS,219,2026-07-22 22:29:08
God of War Ragnarok,ps5,VGS,,physical,229,ILS,229,2026-07-22 22:29:08
God of War Ragnarok,ps5,Arcadia,,physical,249,ILS,249,2026-07-22 22:29:08
God of War Ragnarok,ps5,PS Store 🇮🇳,IN,digital,2499,INR,79.22,2026-07-28 11:45:50
God of War Ragnarok,ps5,PS Store 🇺🇸,US,digital,29.39,USD,89.67,2026-07-28 11:45:50
God of War Ragnarok,ps5,PS Store 🇹🇷,TR,digital,1399.5,TRY,90.1,2026-07-28 11:45:50
God of War Ragnarok,ps5,PS Store 🇿🇦,ZA,digital,684.5,ZAR,124.49,2026-07-28 11:45:50
God of War Ragnarok,ps5,PS Store 🇬🇧,GB,digital,34.99,GBP,141.87,2026-07-28 11:45:50
God of War Ragnarok,ps5,Player1,,physical,219,ILS,219,2026-07-28 11:45:50
God of War Ragnarok,ps5,Arcadia,,physical,249,ILS,249,2026-07-28 11:45:50
God of War Ragnarok,ps5,VGS,,physical,629,ILS,629,2026-07-28 11:45:50
God of War Ragnarok,ps5,PS Store 🇮🇳,IN,digital,2499,INR,79.22,2026-07-28 21:39:38
God of War Ragnarok,ps5,PS Store 🇺🇸,US,digital,29.39,USD,89.67,2026-07-28 21:39:38
God of War Ragnarok,ps5,PS Store 🇹🇷,TR,digital,1399.5,TRY,90.1,2026-07-28 21:39:38
God of War Ragnarok,ps5,PS Store 🇿🇦,ZA,digital,684.5,ZAR,124.49,2026-07-28 21:39:38
God of War Ragnarok,ps5,PS Store 🇬🇧,GB,digital,34.99,GBP,141.87,2026-07-28 21:39:38
God of War Ragnarok,ps5,VGS,,physical,149,ILS,149,2026-07-28 21:39:38
God of War Ragnarok,ps5,Player1,,physical,219,ILS,219,2026-07-28 21:39:38
God of War Ragnarok,ps5,Arcadia,,physical,249,ILS,249,2026-07-28 21:39:38
God of War Ragnarok,ps5,PS Store 🇮🇳,IN,digital,2499,INR,79.22,2026-07-28 23:53:45
God of War Ragnarok,ps5,PS Store 🇺🇸,US,digital,29.39,USD,89.67,2026-07-28 23:53:45
God of War Ragnarok,ps5,PS Store 🇹🇷,TR,digital,1399.5,TRY,90.1,2026-07-28 23:53:45
God of War Ragnarok,ps5,PS Store 🇿🇦,ZA,digital,684.5,ZAR,124.49,2026-07-28 23:53:45
God of War Ragnarok,ps5,PS Store 🇬🇧,GB,digital,34.99,GBP,141.87,2026-07-28 23:53:45
God of War Ragnarok,ps5,VGS,,physical,149,ILS,149,2026-07-28 23:53:45
God of War Ragnarok,ps5,Player1,,physical,219,ILS,219,2026-07-28 23:53:45
God of War Ragnarok,ps5,Arcadia,,physical,249,ILS,249,2026-07-28 23:53:45
God of War Ragnarok,ps5,Player1,,physical,219,ILS,219,2026-08-19 20:03:21
God of War Ragnarok,ps5,Arcadia,,physical,249,ILS,249,2026-08-19 20:03:21
God of War Ragnarok,ps5,PS Store 🇮🇳,IN,digital,4999,INR,155.9,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇰🇷,KR,digital,79800,KRW,172.16,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇹🇷,TR,digital,2799,TRY,174.27,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇹🇼,TW,digital,1990,TWD,187.28,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇮🇩,ID,digital,1142190,IDR,193.11,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇨🇦,CA,digital,89.99,CAD,195.58,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇧🇷,BR,digital,349.9,BRL,201.93,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇺🇦,UA,digital,2299,UAH,203.91,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇺🇸,US,digital,69.99,USD,209.33,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇦🇷,AR,digital,69.99,USD,209.33,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇨🇱,CL,digital,69.99,USD,209.33,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇨🇴,CO,digital,69.99,USD,209.33,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇵🇪,PE,digital,69.99,USD,209.33,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇹🇭,TH,digital,2290,THB,209.71,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇲🇽,MX,digital,1206.03,MXN,212.95,2026-08-22 11:34:30
God of War Ragnarok,ps5,PS Store 🇭🇰,HK,digital,568,HKD,216.76,2026-08-22 11:34:30
